"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"76537","JARRELL, TX",,"H",1033,"H",8372,"H",39868,86,"JARRELL","TX","WILLIAMSON"
"76538","JONESBORO, TX","B","D",0,"D",0,"D",0,9,"JONESBORO","TX","CORYELL"
"76539","KEMPNER, TX",,"G",285,"H",1876,"G",8116,63,"KEMPNER","TX","LAMPASAS"
"76540","KILLEEN, TX",,"G",268,"H",3023,"H",9885,23,"KILLEEN","TX","BELL"
"76541","KILLEEN, TX",,"G",6765,"G",43340,"G",185827,519,"KILLEEN","TX","BELL"
"76542","KILLEEN, TX",,"G",6234,"G",37342,"G",159420,515,"KILLEEN","TX","BELL"
"76543","KILLEEN, TX",,"G",6777,"G",47139,"G",198002,486,"KILLEEN","TX","BELL"
"76544","FORT HOOD, TX",,"H",4430,"H",59339,"H",246745,141,"FORT HOOD","TX","BELL"
"76547","KILLEEN, TX",,"J",51,"H",498,"H",2230,13,"KILLEEN","TX","BELL"
"76548","HARKER HEIGHTS, TX",,"H",6043,"G",36608,"G",150485,441,"HARKER HEIGHTS","TX","BELL"
"76549","KILLEEN, TX",,"H",3317,"H",29226,"H",127449,223,"KILLEEN","TX","BELL"
"76550","LAMPASAS, TX",,"G",3424,"G",24084,"G",99334,306,"LAMPASAS","TX","LAMPASAS"
"76554","LITTLE RIVER ACADEMY, TX",,"H",96,"G",400,"G",1721,23,"LITTLE RIVER ACADEMY","TX","BELL"
"76556","MILANO, TX",,"H",80,"H",487,"H",1788,15,"MILANO","TX","MILAM"
"76557","MOODY, TX",,"H",191,"H",1125,"H",5846,54,"MOODY","TX","MCLENNAN"
"76558","MOUND, TX","A","D",0,"D",0,"D",0,2,"MOUND","TX","CORYELL"
"76559","NOLANVILLE, TX",,"G",231,"H",1882,"H",7833,30,"NOLANVILLE","TX","BELL"
"76561","OGLESBY, TX",,"J",51,"J",360,"J",1438,7,"OGLESBY","TX","CORYELL"
"76564","PENDLETON, TX","A","D",0,"D",0,"D",0,1,"PENDLETON","TX","BELL"
"76566","PURMELA, TX","A","D",0,"D",0,"D",0,2,"PURMELA","TX","CORYELL"
"76567","ROCKDALE, TX",,"H",2340,"G",28108,"G",123177,192,"ROCKDALE","TX","MILAM"
"76569","ROGERS, TX",,"G",121,"G",842,"G",3474,28,"ROGERS","TX","BELL"
"76570","ROSEBUD, TX",,"G",221,"G",1502,"G",6742,38,"ROSEBUD","TX","FALLS"
"76571","SALADO, TX",,"G",1175,"G",7719,"G",35707,159,"SALADO","TX","BELL"
"76573","SCHWERTNER, TX","A","D",0,"D",0,"D",0,2,"SCHWERTNER","TX","WILLIAMSON"
"76574","TAYLOR, TX",,"G",5214,"G",55183,"G",231436,345,"TAYLOR","TX","WILLIAMSON"
"76577","THORNDALE, TX",,"G",128,"H",860,"H",3786,38,"THORNDALE","TX","MILAM"
"76578","THRALL, TX",,"J",109,"J",1032,"J",5004,16,"THRALL","TX","WILLIAMSON"
"76579","TROY, TX",,"G",844,"H",7146,"G",30922,46,"TROY","TX","BELL"
"76599","GATESVILLE, TX","B","D",0,"D",0,"D",0,2,"GATESVILLE","TX","CORYELL"
"76621","ABBOTT, TX",,"J",82,"H",587,"H",2558,20,"ABBOTT","TX","HILL"
"76622","AQUILLA, TX",,"H",87,"H",538,"H",2859,12,"AQUILLA","TX","HILL"
"76623","AVALON, TX",,"J",52,"J",488,"J",2023,3,"AVALON","TX","ELLIS"
"76624","AXTELL, TX",,"G",76,"G",366,"G",1543,23,"AXTELL","TX","MCLENNAN"
"76626","BLOOMING GROVE, TX",,"H",33,"H",223,"G",1019,13,"BLOOMING GROVE","TX","NAVARRO"
"76627","BLUM, TX",,"G",103,"G",639,"H",3018,13,"BLUM","TX","HILL"
"76628","BRANDON, TX","A","D",0,"D",0,"D",0,2,"BRANDON","TX","HILL"
"76629","BREMOND, TX",,"H",171,"H",1210,"H",4680,27,"BREMOND","TX","ROBERTSON"
"76630","BRUCEVILLE, TX",,"G",131,"H",1211,"G",5488,14,"BRUCEVILLE","TX","MCLENNAN"
"76631","BYNUM, TX",,"J",42,"G",220,"G",1403,7,"BYNUM","TX","HILL"
"76632","CHILTON, TX",,"J",64,"J",508,"J",2789,7,"CHILTON","TX","FALLS"
"76633","CHINA SPRING, TX",,"G",311,"G",1943,"G",8530,51,"CHINA SPRING","TX","MCLENNAN"
"76634","CLIFTON, TX",,"G",1467,"G",12639,"G",48590,136,"CLIFTON","TX","BOSQUE"
"76635","COOLIDGE, TX",,"J",204,"H",1953,"H",6618,7,"COOLIDGE","TX","LIMESTONE"
"76636","COVINGTON, TX",,"J",35,"J",177,"J",1065,10,"COVINGTON","TX","HILL"
"76637","CRANFILLS GAP, TX",,"H",92,"G",887,"G",3142,14,"CRANFILLS GAP","TX","BOSQUE"
"76638","CRAWFORD, TX",,"H",246,"H",1979,"H",8483,31,"CRAWFORD","TX","MCLENNAN"
"76639","DAWSON, TX",,"J",53,"J",267,"J",1102,11,"DAWSON","TX","NAVARRO"
"76640","ELM MOTT, TX",,"H",615,"H",4083,"H",19131,67,"ELM MOTT","TX","MCLENNAN"
"76641","FROST, TX",,"H",54,"H",428,"H",1882,17,"FROST","TX","NAVARRO"
"76642","GROESBECK, TX",,"H",1490,"H",10547,"H",41177,108,"GROESBECK","TX","LIMESTONE"
"76643","HEWITT, TX",,"G",2998,"G",21663,"G",101508,214,"HEWITT","TX","MCLENNAN"
"76644","LAGUNA PARK, TX",,"G",15,"H",69,"H",298,5,"LAGUNA PARK","TX","BOSQUE"
"76645","HILLSBORO, TX",,"G",4491,"G",35677,"G",153426,322,"HILLSBORO","TX","HILL"
"76648","HUBBARD, TX",,"G",235,"G",1026,"G",4340,34,"HUBBARD","TX","HILL"
"76649","IREDELL, TX",,"J",57,"J",1055,"J",3117,9,"IREDELL","TX","BOSQUE"
"76651","ITALY, TX",,"G",375,"G",2317,"G",9339,38,"ITALY","TX","ELLIS"
"76652","KOPPERL, TX",,"J",23,"J",268,"J",1358,9,"KOPPERL","TX","BOSQUE"
"76653","KOSSE, TX",,"J",510,"J",11114,"J",37100,23,"KOSSE","TX","LIMESTONE"
"76654","LEROY, TX",,"J",16,"J",70,"J",250,5,"LEROY","TX","MCLENNAN"
"76655","LORENA, TX",,"H",521,"H",4242,"H",17993,92,"LORENA","TX","MCLENNAN"
"76656","LOTT, TX",,"G",146,"G",765,"G",3726,23,"LOTT","TX","FALLS"
"76657","MC GREGOR, TX",,"G",3263,"G",40141,"G",160328,151,"MC GREGOR","TX","MCLENNAN"
"76660","MALONE, TX",,"H",80,"H",563,"H",2495,8,"MALONE","TX","HILL"
"76661","MARLIN, TX",,"G",1099,"G",7315,"G",30547,131,"MARLIN","TX","FALLS"
"76664","MART, TX",,"G",184,"G",1373,"G",5901,26,"MART","TX","MCLENNAN"
"76665","MERIDIAN, TX",,"G",467,"G",2790,"G",12675,55,"MERIDIAN","TX","BOSQUE"
"76666","MERTENS, TX","A","D",0,"D",0,"D",0,2,"MERTENS","TX","HILL"
"76667","MEXIA, TX",,"G",3033,"G",22956,"G",90526,250,"MEXIA","TX","LIMESTONE"
"76670","MILFORD, TX",,"H",196,"J",2476,"J",8474,17,"MILFORD","TX","ELLIS"
"76671","MORGAN, TX",,"J",44,"G",235,"G",1217,10,"MORGAN","TX","BOSQUE"
"76673","MOUNT CALM, TX","B","D",0,"D",0,"D",0,6,"MOUNT CALM","TX","HILL"
"76676","PENELOPE, TX",,"G",4,"J",9,"J",107,3,"PENELOPE","TX","HILL"
"76678","PRAIRIE HILL, TX",,"J",43,"J",96,"H",479,4,"PRAIRIE HILL","TX","LIMESTONE"
"76679","PURDON, TX",,"H",25,"G",118,"G",591,8,"PURDON","TX","NAVARRO"
"76680","REAGAN, TX","B","D",0,"D",0,"D",0,3,"REAGAN","TX","FALLS"
"76681","RICHLAND, TX",,"J",9,"J",64,"J",256,4,"RICHLAND","TX","NAVARRO"
"76682","RIESEL, TX",,"H",303,"H",3221,"H",14119,35,"RIESEL","TX","MCLENNAN"
"76684","ROSS, TX","B","D",0,"D",0,"D",0,2,"ROSS","TX","MCLENNAN"
"76685","SATIN, TX",,"J",6,"J",33,"H",87,3,"SATIN","TX","FALLS"
"76686","TEHUACANA, TX","A","D",0,"D",0,"D",0,3,"TEHUACANA","TX","LIMESTONE"
"76687","THORNTON, TX",,"J",69,"J",894,"J",2201,9,"THORNTON","TX","LIMESTONE"
"76689","VALLEY MILLS, TX",,"G",282,"G",2382,"G",10342,43,"VALLEY MILLS","TX","BOSQUE"
"76690","WALNUT SPRINGS, TX",,"J",38,"J",121,"J",606,11,"WALNUT SPRINGS","TX","BOSQUE"
"76691","WEST, TX",,"G",1312,"G",8412,"H",39167,148,"WEST","TX","MCLENNAN"
"76692","WHITNEY, TX",,"G",1177,"G",7129,"G",30707,159,"WHITNEY","TX","HILL"
"76693","WORTHAM, TX",,"J",159,"J",2452,"J",6014,22,"WORTHAM","TX","FREESTONE"
"76701","WACO, TX",,"G",5830,"G",44197,"G",198600,368,"WACO","TX","MCLENNAN"
"76702","WACO, TX",,"G",1253,"G",11535,"G",49704,50,"WACO","TX","MCLENNAN"
"76703","WACO, TX",,"H",476,"H",3801,"H",19090,28,"WACO","TX","MCLENNAN"
"76704","WACO, TX",,"G",1361,"G",9466,"G",38557,85,"WACO","TX","MCLENNAN"
"76705","WACO, TX",,"G",11967,"H",89322,"H",379082,437,"WACO","TX","MCLENNAN"
"76706","WACO, TX",,"H",15242,"H",105951,"H",452899,522,"WACO","TX","MCLENNAN"
"76707","WACO, TX",,"H",1876,"H",17193,"H",75268,123,"WACO","TX","MCLENNAN"
"76708","WACO, TX",,"G",3630,"G",29309,"G",124001,278,"WACO","TX","MCLENNAN"
"76710","WACO, TX",,"G",21001,"G",181450,"G",746519,1197,"WACO","TX","MCLENNAN"
"76711","WACO, TX",,"G",4168,"H",37483,"H",155400,190,"WACO","TX","MCLENNAN"
"76712","WOODWAY, TX",,"G",24030,"G",250295,"G",1049010,829,"WOODWAY","TX","MCLENNAN"
"76714","WACO, TX",,"H",289,"H",1799,"H",7273,23,"WACO","TX","MCLENNAN"
"76715","WACO, TX",,"J",11,"H",103,"H",275,5,"WACO","TX","MCLENNAN"
"76798","WACO, TX","B","D",0,"D",0,"D",0,2,"WACO","TX","MCLENNAN"
"76799","WACO, TX",,"G",25,"H",280,"H",1033,3,"WACO","TX","MCLENNAN"
"76801","BROWNWOOD, TX",,"G",11180,"G",89636,"G",373392,649,"BROWNWOOD","TX","BROWN"
"76802","EARLY, TX",,"G",1145,"G",6309,"G",25529,131,"EARLY","TX","BROWN"
"76803","EARLY, TX","A","D",0,"D",0,"D",0,2,"EARLY","TX","BROWN"
"76804","BROWNWOOD, TX",,"G",267,"H",1841,"H",8374,27,"BROWNWOOD","TX","BROWN"
"76821","BALLINGER, TX",,"G",1394,"H",12135,"G",48693,130,"BALLINGER","TX","RUNNELS"
"76823","BANGS, TX",,"G",242,"G",1141,"G",4723,38,"BANGS","TX","BROWN"
"76824","BEND, TX","C","D",0,"D",0,"D",0,1,"BEND","TX","SAN SABA"
"76825","BRADY, TX",,"H",2156,"H",19566,"H",73516,197,"BRADY","TX","MCCULLOCH"
"76827","BROOKESMITH, TX","A","D",0,"D",0,"D",0,2,"BROOKESMITH","TX","BROWN"
"76831","CASTELL, TX",,"J",12,"H",66,"H",343,3,"CASTELL","TX","LLANO"
"76832","CHEROKEE, TX",,"H",106,"H",316,"G",1312,9,"CHEROKEE","TX","SAN SABA"
"76834","COLEMAN, TX",,"G",1242,"G",7898,"G",32450,166,"COLEMAN","TX","COLEMAN"
"76837","EDEN, TX",,"H",608,"H",5646,"H",20044,37,"EDEN","TX","CONCHO"
"76842","FREDONIA, TX","A","D",0,"D",0,"D",0,3,"FREDONIA","TX","MASON"
"76844","GOLDTHWAITE, TX",,"G",775,"G",5594,"G",23246,93,"GOLDTHWAITE","TX","MILLS"
"76845","GOULDBUSK, TX",,"G",3,"H",23,"H",99,3,"GOULDBUSK","TX","COLEMAN"
"76849","JUNCTION, TX",,"G",894,"G",5855,"G",25738,128,"JUNCTION","TX","KIMBLE"
"76852","LOHN, TX","A","D",0,"D",0,"D",0,2,"LOHN","TX","MCCULLOCH"
"76853","LOMETA, TX",,"H",196,"H",1440,"H",5759,32,"LOMETA","TX","LAMPASAS"
"76854","LONDON, TX",,"J",18,"H",112,"J",515,6,"LONDON","TX","KIMBLE"
"76855","LOWAKE, TX","A","D",0,"D",0,"D",0,1,"LOWAKE","TX","CONCHO"
"76856","MASON, TX",,"G",798,"G",5001,"G",21418,135,"MASON","TX","MASON"
"76857","MAY, TX",,"H",87,"J",349,"J",1507,12,"MAY","TX","BROWN"
"76858","MELVIN, TX","B","D",0,"D",0,"D",0,3,"MELVIN","TX","MCCULLOCH"
"76859","MENARD, TX",,"H",188,"H",975,"H",3990,45,"MENARD","TX","MENARD"
"76861","MILES, TX",,"G",149,"G",1029,"G",5866,29,"MILES","TX","RUNNELS"
"76862","MILLERSVIEW, TX",,"G",19,"J",136,"H",587,4,"MILLERSVIEW","TX","CONCHO"
"76864","MULLIN, TX",,"J",12,"J",95,"H",329,6,"MULLIN","TX","MILLS"
"76865","NORTON, TX","A","D",0,"D",0,"D",0,1,"NORTON","TX","RUNNELS"
"76866","PAINT ROCK, TX",,"H",32,"J",321,"J",1382,5,"PAINT ROCK","TX","CONCHO"
"76869","PONTOTOC, TX","A","D",0,"D",0,"D",0,1,"PONTOTOC","TX","MASON"
"76870","PRIDDY, TX",,"H",40,"G",155,"G",827,8,"PRIDDY","TX","MILLS"
"76871","RICHLAND SPRINGS, TX",,"H",40,"G",164,"G",585,12,"RICHLAND SPRINGS","TX","SAN SABA"
"76872","ROCHELLE, TX",,"J",15,"J",95,"J",274,3,"ROCHELLE","TX","MCCULLOCH"
"76873","ROCKWOOD, TX",,"J",5,"H",58,"H",178,3,"ROCKWOOD","TX","COLEMAN"
"76875","ROWENA, TX",,"H",58,"H",408,"H",1767,11,"ROWENA","TX","RUNNELS"
"76877","SAN SABA, TX",,"G",826,"G",5142,"G",22167,148,"SAN SABA","TX","SAN SABA"
"76878","SANTA ANNA, TX",,"G",121,"H",714,"H",3109,25,"SANTA ANNA","TX","COLEMAN"
"76880","STAR, TX","A","D",0,"D",0,"D",0,1,"STAR","TX","MILLS"
"76882","TALPA, TX",,"J",26,"H",180,"H",942,8,"TALPA","TX","COLEMAN"
"76884","VALERA, TX","B","D",0,"D",0,"D",0,3,"VALERA","TX","COLEMAN"
"76886","VERIBEST, TX","B","D",0,"D",0,"D",0,3,"VERIBEST","TX","TOM GREEN"
"76887","VOCA, TX",,"J",218,"J",2931,"J",11569,5,"VOCA","TX","MCCULLOCH"
"76888","VOSS, TX","A","D",0,"D",0,"D",0,1,"VOSS","TX","COLEMAN"
"76890","ZEPHYR, TX",,"G",85,"H",1045,"H",4429,12,"ZEPHYR","TX","BROWN"
"76901","SAN ANGELO, TX",,"G",8262,"G",63270,"G",261883,605,"SAN ANGELO","TX","TOM GREEN"
"76902","SAN ANGELO, TX",,"G",720,"G",8519,"G",27270,49,"SAN ANGELO","TX","TOM GREEN"
"76903","SAN ANGELO, TX",,"G",15163,"G",150187,"G",600706,1050,"SAN ANGELO","TX","TOM GREEN"
"76904","SAN ANGELO, TX",,"G",13356,"G",112061,"G",447014,851,"SAN ANGELO","TX","TOM GREEN"
"76905","SAN ANGELO, TX",,"H",2315,"H",28887,"H",116053,118,"SAN ANGELO","TX","TOM GREEN"
"76906","SAN ANGELO, TX",,"J",262,"H",3326,"H",12041,21,"SAN ANGELO","TX","TOM GREEN"
"76908","GOODFELLOW AFB, TX",,"H",226,"G",1982,"G",8785,19,"GOODFELLOW AFB","TX","TOM GREEN"
"76909","SAN ANGELO, TX",,"J",135,"J",396,"J",1653,4,"SAN ANGELO","TX","TOM GREEN"
"76930","BARNHART, TX",,"G",96,"G",1259,"H",4342,12,"BARNHART","TX","IRION"
"76932","BIG LAKE, TX",,"G",1814,"G",23314,"G",89936,134,"BIG LAKE","TX","REAGAN"
"76933","BRONTE, TX",,"H",97,"G",487,"G",2289,24,"BRONTE","TX","COKE"
"76934","CARLSBAD, TX",,"H",24,"H",343,"H",1067,9,"CARLSBAD","TX","TOM GREEN"
"76935","CHRISTOVAL, TX",,"G",104,"G",646,"G",2626,26,"CHRISTOVAL","TX","TOM GREEN"
"76936","ELDORADO, TX",,"H",535,"H",6082,"H",22574,54,"ELDORADO","TX","SCHLEICHER"
"76937","EOLA, TX","B","D",0,"D",0,"D",0,4,"EOLA","TX","CONCHO"
"76939","KNICKERBOCKER, TX","A","D",0,"D",0,"D",0,1,"KNICKERBOCKER","TX","TOM GREEN"
"76940","MERETA, TX","A","D",0,"D",0,"D",0,1,"MERETA","TX","TOM GREEN"
"76941","MERTZON, TX",,"H",492,"G",5644,"G",24630,50,"MERTZON","TX","IRION"
"76943","OZONA, TX",,"G",1282,"G",14783,"G",55751,124,"OZONA","TX","CROCKETT"
"76945","ROBERT LEE, TX",,"J",145,"H",1151,"H",4162,32,"ROBERT LEE","TX","COKE"
"76949","SILVER, TX","A","D",0,"D",0,"D",0,1,"SILVER","TX","COKE"
"76950","SONORA, TX",,"G",1098,"H",13177,"H",47729,130,"SONORA","TX","SUTTON"
"76951","STERLING CITY, TX",,"H",647,"H",10680,"H",36799,55,"STERLING CITY","TX","STERLING"
"76953","TENNYSON, TX","A","D",0,"D",0,"D",0,1,"TENNYSON","TX","COKE"
"76955","VANCOURT, TX","A","D",0,"D",0,"D",0,2,"VANCOURT","TX","TOM GREEN"
"76957","WALL, TX",,"J",63,"J",554,"H",2578,16,"WALL","TX","TOM GREEN"
"76958","WATER VALLEY, TX",,"J",31,"G",299,"G",996,6,"WATER VALLEY","TX","TOM GREEN"
"77001","HOUSTON, TX",,"H",2424,"H",164877,"H",437060,39,"HOUSTON","TX","HARRIS"
"77002","HOUSTON, TX",,"G",98750,"G",4558435,"G",13602021,2598,"HOUSTON","TX","HARRIS"
"77003","HOUSTON, TX",,"G",8066,"G",75998,"G",323972,366,"HOUSTON","TX","HARRIS"
"77004","HOUSTON, TX",,"H",11333,"H",86895,"H",389403,720,"HOUSTON","TX","HARRIS"
"77005","HOUSTON, TX",,"G",17673,"G",177329,"H",757516,1006,"HOUSTON","TX","HARRIS"
"77006","HOUSTON, TX",,"G",15454,"G",159180,"G",638836,1003,"HOUSTON","TX","HARRIS"
"77007","HOUSTON, TX",,"G",21982,"G",280281,"G",1160551,1523,"HOUSTON","TX","HARRIS"
"77008","HOUSTON, TX",,"G",24369,"G",289428,"G",1163413,1532,"HOUSTON","TX","HARRIS"
"77009","HOUSTON, TX",,"G",7344,"G",56771,"G",240150,728,"HOUSTON","TX","HARRIS"
"77010","HOUSTON, TX",,"G",13980,"G",920309,"G",2288070,336,"HOUSTON","TX","HARRIS"
"77011","HOUSTON, TX",,"G",5261,"G",60217,"G",225580,331,"HOUSTON","TX","HARRIS"
"77012","HOUSTON, TX",,"G",4070,"G",67677,"G",246920,188,"HOUSTON","TX","HARRIS"
"77013","HOUSTON, TX",,"G",4578,"G",51382,"G",225873,219,"HOUSTON","TX","HARRIS"
"77014","HOUSTON, TX",,"G",3840,"G",45806,"G",185793,410,"HOUSTON","TX","HARRIS"
"77015","HOUSTON, TX",,"G",19015,"G",218852,"G",887299,869,"HOUSTON","TX","HARRIS"
"77016","HOUSTON, TX",,"G",2600,"H",26507,"G",103827,169,"HOUSTON","TX","HARRIS"
"77017","HOUSTON, TX",,"G",14823,"H",203386,"H",756157,531,"HOUSTON","TX","HARRIS"
"77018","HOUSTON, TX",,"G",13782,"G",146375,"G",639233,912,"HOUSTON","TX","HARRIS"
"77019","HOUSTON, TX",,"H",13733,"G",348977,"H",1066173,918,"HOUSTON","TX","HARRIS"
"77020","HOUSTON, TX",,"G",9720,"G",102080,"G",414605,429,"HOUSTON","TX","HARRIS"
"77021","HOUSTON, TX",,"G",7274,"G",78912,"G",343338,349,"HOUSTON","TX","HARRIS"
"77022","HOUSTON, TX",,"G",7837,"G",65249,"G",278474,529,"HOUSTON","TX","HARRIS"
"77023","HOUSTON, TX",,"H",10165,"G",87770,"G",382405,450,"HOUSTON","TX","HARRIS"
"77024","HOUSTON, TX",,"G",48081,"G",848531,"G",3233960,2410,"HOUSTON","TX","HARRIS"
"77025","HOUSTON, TX",,"G",9554,"H",121612,"H",466856,602,"HOUSTON","TX","HARRIS"
"77026","HOUSTON, TX",,"H",5173,"H",68700,"H",275543,205,"HOUSTON","TX","HARRIS"
"77027","HOUSTON, TX",,"G",38042,"G",788272,"G",3147722,1978,"HOUSTON","TX","HARRIS"
"77028","HOUSTON, TX",,"G",4899,"G",60159,"G",253964,259,"HOUSTON","TX","HARRIS"
"77029","HOUSTON, TX",,"G",20875,"G",241289,"G",946784,609,"HOUSTON","TX","HARRIS"
"77030","HOUSTON, TX",,"G",76148,"G",1435724,"G",6166542,730,"HOUSTON","TX","HARRIS"
"77031","HOUSTON, TX",,"G",4660,"G",45692,"G",191414,321,"HOUSTON","TX","HARRIS"
"77032","HOUSTON, TX",,"H",45740,"H",837719,"H",3049186,902,"HOUSTON","TX","HARRIS"
"77033","HOUSTON, TX",,"G",3420,"G",45822,"G",174709,167,"HOUSTON","TX","HARRIS"
"77034","HOUSTON, TX",,"G",17052,"G",231050,"G",923797,687,"HOUSTON","TX","HARRIS"
"77035","HOUSTON, TX",,"G",5271,"G",51634,"G",208785,408,"HOUSTON","TX","HARRIS"
"77036","HOUSTON, TX",,"G",32944,"G",305107,"G",1135900,2639,"HOUSTON","TX","HARRIS"
"77037","HOUSTON, TX",,"G",9789,"G",97728,"G",388979,503,"HOUSTON","TX","HARRIS"
"77038","HOUSTON, TX",,"G",7062,"G",90413,"G",356391,232,"HOUSTON","TX","HARRIS"
"77039","HOUSTON, TX",,"G",8021,"G",86027,"G",354253,429,"HOUSTON","TX","HARRIS"
"77040","HOUSTON, TX",,"G",42664,"G",629404,"G",2501763,1522,"HOUSTON","TX","HARRIS"
"77041","HOUSTON, TX",,"G",62269,"G",1116614,"G",4132819,1885,"HOUSTON","TX","HARRIS"
"77042","HOUSTON, TX",,"G",52244,"G",1177838,"G",4257939,1818,"HOUSTON","TX","HARRIS"
"77043","HOUSTON, TX",,"G",20906,"G",366661,"G",1331636,988,"HOUSTON","TX","HARRIS"
"77044","HOUSTON, TX",,"G",2916,"G",29082,"G",112764,267,"HOUSTON","TX","HARRIS"
"77045","HOUSTON, TX",,"G",4470,"G",47814,"G",188891,263,"HOUSTON","TX","HARRIS"
"77046","HOUSTON, TX",,"H",19252,"H",875384,"G",2547333,461,"HOUSTON","TX","HARRIS"
"77047","HOUSTON, TX",,"G",4753,"H",62071,"G",249722,229,"HOUSTON","TX","HARRIS"
"77048","HOUSTON, TX",,"G",1728,"G",32316,"G",127452,98,"HOUSTON","TX","HARRIS"
"77049","HOUSTON, TX",,"G",10231,"G",120200,"G",463169,332,"HOUSTON","TX","HARRIS"
"77050","HOUSTON, TX",,"G",866,"G",11098,"G",42315,37,"HOUSTON","TX","HARRIS"
"77051","HOUSTON, TX",,"G",4040,"G",46436,"G",179225,162,"HOUSTON","TX","HARRIS"
"77052","HOUSTON, TX",,"G",390,"G",6542,"G",20603,15,"HOUSTON","TX","HARRIS"
"77053","HOUSTON, TX",,"H",5827,"H",67372,"H",251664,178,"HOUSTON","TX","FORT BEND"
"77054","HOUSTON, TX",,"G",26571,"G",314970,"G",1253859,771,"HOUSTON","TX","HARRIS"
"77055","HOUSTON, TX",,"G",26181,"G",262806,"G",1120869,1555,"HOUSTON","TX","HARRIS"
"77056","HOUSTON, TX",,"G",67962,"G",1984249,"G",7005898,2735,"HOUSTON","TX","HARRIS"
"77057","HOUSTON, TX",,"G",36344,"G",567443,"G",2157143,2153,"HOUSTON","TX","HARRIS"
"77058","HOUSTON, TX",,"G",16387,"G",271976,"G",1102636,1011,"HOUSTON","TX","HARRIS"
"77059","HOUSTON, TX",,"H",1903,"J",37862,"H",126212,201,"HOUSTON","TX","HARRIS"
"77060","HOUSTON, TX",,"G",28853,"G",431490,"G",1689347,1123,"HOUSTON","TX","HARRIS"
"77061","HOUSTON, TX",,"G",14901,"H",266976,"H",969092,449,"HOUSTON","TX","HARRIS"
"77062","HOUSTON, TX",,"G",3353,"G",30357,"G",125616,367,"HOUSTON","TX","HARRIS"
"77063","HOUSTON, TX",,"G",19156,"G",193159,"G",864581,1425,"HOUSTON","TX","HARRIS"
"77064","HOUSTON, TX",,"G",25817,"G",393401,"G",1548367,855,"HOUSTON","TX","HARRIS"
"77065","HOUSTON, TX",,"G",14897,"G",148884,"G",656098,902,"HOUSTON","TX","HARRIS"
"77066","HOUSTON, TX",,"G",7152,"G",87685,"G",339936,462,"HOUSTON","TX","HARRIS"
"77067","HOUSTON, TX",,"G",13710,"H",320197,"H",1073956,355,"HOUSTON","TX","HARRIS"
"77068","HOUSTON, TX",,"G",3811,"G",32999,"G",137611,403,"HOUSTON","TX","HARRIS"
"77069","HOUSTON, TX",,"G",8176,"G",63102,"G",272141,696,"HOUSTON","TX","HARRIS"
"77070","HOUSTON, TX",,"G",35498,"H",634790,"H",2541876,1790,"HOUSTON","TX","HARRIS"
"77071","HOUSTON, TX",,"G",3684,"G",26945,"G",115470,301,"HOUSTON","TX","HARRIS"
"77072","HOUSTON, TX",,"G",22590,"G",392346,"G",1559504,806,"HOUSTON","TX","HARRIS"
"77073","HOUSTON, TX",,"G",19030,"H",410488,"G",1361617,549,"HOUSTON","TX","HARRIS"
"77074","HOUSTON, TX",,"H",23387,"H",238160,"H",1041266,1414,"HOUSTON","TX","HARRIS"
"77075","HOUSTON, TX",,"G",12207,"G",143173,"H",574379,484,"HOUSTON","TX","HARRIS"
"77076","HOUSTON, TX",,"G",6618,"G",58550,"G",240287,441,"HOUSTON","TX","HARRIS"
"77077","HOUSTON, TX",,"G",22786,"G",474124,"G",1763779,1334,"HOUSTON","TX","HARRIS"
"77078","HOUSTON, TX",,"H",2789,"H",32355,"G",136516,86,"HOUSTON","TX","HARRIS"
"77079","HOUSTON, TX",,"H",43318,"J",1959991,"J",5847112,1585,"HOUSTON","TX","HARRIS"
"77080","HOUSTON, TX",,"G",7532,"G",67442,"G",296240,622,"HOUSTON","TX","HARRIS"
"77081","HOUSTON, TX",,"G",14452,"G",195907,"G",794577,934,"HOUSTON","TX","HARRIS"
"77082","HOUSTON, TX",,"G",13626,"H",246258,"H",805277,806,"HOUSTON","TX","HARRIS"
"77083","HOUSTON, TX",,"G",6240,"G",53495,"G",203632,645,"HOUSTON","TX","HARRIS"
"77084","HOUSTON, TX",,"G",26202,"G",376173,"G",1497830,1637,"HOUSTON","TX","HARRIS"
"77085","HOUSTON, TX",,"G",1722,"H",14491,"H",64272,120,"HOUSTON","TX","HARRIS"
"77086","HOUSTON, TX",,"G",11079,"H",202745,"H",677080,436,"HOUSTON","TX","HARRIS"
"77087","HOUSTON, TX",,"G",13239,"H",148750,"H",665958,705,"HOUSTON","TX","HARRIS"
"77088","HOUSTON, TX",,"H",2415,"H",20468,"H",85157,243,"HOUSTON","TX","HARRIS"
"77089","HOUSTON, TX",,"G",7103,"H",52666,"H",234564,503,"HOUSTON","TX","HARRIS"
"77090","HOUSTON, TX",,"G",17195,"G",196527,"G",815686,833,"HOUSTON","TX","HARRIS"
"77091","HOUSTON, TX",,"G",5443,"G",58312,"G",243390,373,"HOUSTON","TX","HARRIS"
"77092","HOUSTON, TX",,"G",26557,"G",295608,"G",1250524,1449,"HOUSTON","TX","HARRIS"
"77093","HOUSTON, TX",,"G",7945,"G",75682,"G",325373,481,"HOUSTON","TX","HARRIS"
